video_fgr,video_pha,prompt,cache_path,frame_height,frame_width,num_frames
fgr/DVM_train_0022_0.mp4,pha/DVM_train_0022_0.mp4,整体发灰。画面中是一团蓝色的火焰在燃烧。背景是透明的。近景。特效风格。,cache/2507vae_284,104,60,21
fgr/DVM_train_0022_0.mp4,pha/DVM_train_0022_0.mp4,画面中是一团蓝色的火焰在燃烧，火焰的形态不断变化，时而向上，时而向侧边伸展。火焰的颜色是明亮的蓝色。火焰的中心部分颜色较深，边缘部分逐渐变淡，是半透明的，直至与背景融合。这个视频的背景是透明的。近景。特效风格。整体发灰。,cache/2507vae_285,104,60,21
fgr/half_body_boxer_2.mp4,pha/half_body_boxer_2.mp4,整体发灰。一个男人在镜头前展示着他的武术技巧。他身穿黑色的T恤，头发是棕色的脏辫，脸上留着浓密的胡须，脖子上挂着几串珠子。背景是透明的。近景。真实风格。,cache/2507vae_286,104,60,21
fgr/half_body_boxer_2.mp4,pha/half_body_boxer_2.mp4,近景。一个男人在镜头前展示着他的武术技巧。他的头发是棕色的脏辫，穿着黑色的上衣和军绿色的裤子。他先是将右脚往画面右侧踢去，右手握拳弯曲往身后挥动，左臂弯曲，手掌张开放在胸前，然后男人迅速向画面右侧转身一周，继续面对镜头，接着，男人双手握拳靠近脸部，做出防御姿态，随后，男人将左手往身前挥动，右手往身后挥动，将左腿往画面左侧踢去，最后迅速向画面左侧转身至背对镜头，借着旋转的力道将右脚往画面右侧踢去。这个视频的背景是透明的。真实风格。整体发灰。,cache/2507vae_287,104,60,21
fgr/VideoMatte240K_train_0126_2.mp4,pha/VideoMatte240K_train_0126_2.mp4,整体发灰。全景。真实风格。一个人正在做跳伞运动。他戴着白色头盔，穿着灰色和橙色相间的衣服，裤子是黑色的。他的手臂和腿部都伸展开，双手微微弯曲。在空中，他的身体姿态不断变化，双腿随着自由落体而上下摆动。背景是透明的。,cache/2507vae_288,104,60,18
fgr/VideoMatte240K_train_0126_2.mp4,pha/VideoMatte240K_train_0126_2.mp4,全景。一个人正在做跳伞运动。他穿着一套颜色鲜艳的飞行服，飞行服主要是白色，点缀着橙色和蓝色的条纹。他戴着一个白色的头盔。他的双腿分开向后弯曲。他的双臂也伸展开来，手掌微微弯曲。在空中，他的身体姿态不断变化，双腿随着自由落体而上下摆动。他的头部微微低垂，眼睛专注地看向下方。这个视频的背景是透明的。真实风格。整体发灰。,cache/2507vae_289,104,60,18
fgr/VideoMatte240K_train_0465_4.mp4,pha/VideoMatte240K_train_0465_4.mp4,近景。真实风格。一个男人正对着镜头做出邀请的动作。他有着黑色的短发和浓密的胡须，穿着黑色的V领T恤。他的眼睛明亮，嘴角上扬，露出洁白的牙齿。男人先是双手微微弯曲，手指平行，做出邀请的动作。他的手臂肌肉线条明显，动作流畅自然，表情充满愉悦和自信。这个视频的背景是透明的。整体发灰。,cache/2507vae_290,104,60,13
fgr/VideoMatte240K_train_0465_4.mp4,pha/VideoMatte240K_train_0465_4.mp4,整体发灰。近景。一个男人正对着镜头做出邀请的动作。他穿着黑色T恤，黑色的头发和络腮胡。他露出微笑，眼神闪烁。他的手臂肌肉线条明显，动作流畅自然，表情充满愉悦和自信。他先是双手抬起，手指张开，做出邀请的手势，重复了五次。最后，他将手放下，手掌朝向自己，动作流畅自然。背景是透明的。真实风格。,cache/2507vae_291,104,60,13
fgr/VideoMatte240K_train_0153_5.mp4,pha/VideoMatte240K_train_0153_5.mp4,全景。一位男士对着画面右侧讲述着什么。他身穿浅蓝色衬衫和深蓝色裤子。他的头发是金色的，皮肤白皙。这个视频的背景是透明的。真实风格。整体发灰。,cache/2507vae_292,104,60,14
fgr/VideoMatte240K_train_0153_5.mp4,pha/VideoMatte240K_train_0153_5.mp4,整体发灰。真实风格。全景。一位男士对着画面右侧讲述着什么。他穿着蓝色长袖衬衫和深蓝色裤子。他有着棕色的头发。他嘴里一直在述说着什么，双手随着讲话比划着手势，最后左臂弯曲放至胸部下方，右臂自然下垂。背景是透明的。,cache/2507vae_293,104,60,14
fgr/VideoMatte240K_train_0183_2.mp4,pha/VideoMatte240K_train_0183_2.mp4,整体发灰。一位女士正在左右摇晃着头发。她的头发是深棕色的，长而卷曲。她穿着一件浅灰色的毛衣。她用右手轻轻撩拨了一下头发，随后左右摆动头部，使头发跟着飘动。她的笑容灿烂，露出洁白的牙齿，眼睛弯弯的。她的眉毛修长，睫毛浓密，嘴唇涂着红色的口红。背景是透明的。近景。真实风格。,cache/2507vae_294,104,60,12
fgr/VideoMatte240K_train_0183_2.mp4,pha/VideoMatte240K_train_0183_2.mp4,整体发灰。近景。一位女士正在左右摇晃着头发。她的头发是深棕色的，披散在肩上。她穿着一件灰色的毛衣。她用右手轻轻撩拨了一下头发，随后左右摆动头部，使头发跟着飘动。摆动的过程中她的脸上保持着微笑，露出洁白的牙齿。她的眼睛是绿色的，画着深色的眼线，眉毛修长，睫毛浓密，嘴唇涂着红色的口红。她的左手自然下垂。这个视频的背景是透明的。真实风格。,cache/2507vae_295,104,60,12
fgr/VideoMatte240K_train_0015_2.mp4,pha/VideoMatte240K_train_0015_2.mp4,整体发灰。慢放。一个小女孩在跳跃。她的头发是棕色的，随着她的动作在空中飞舞。她穿着一件粉色的无袖上衣和灰色的裤子，右手紧握着一个浅棕色的毛绒玩具，玩具随着她的跳跃在空中翻转。小女孩的左手自然下垂。背景是透明的。真实风格。近景。,cache/2507vae_298,104,60,15
fgr/VideoMatte240K_train_0015_2.mp4,pha/VideoMatte240K_train_0015_2.mp4,真实风格。一个小女孩从画面左侧向画面右侧跳跃。她有着长长的棕色头发，穿着一件粉色的无袖上衣和灰色的裤子。她的右手拿着一个粉色的毛绒玩具，玩具随着她的跳跃在空中翻转，她的左手则自然下垂。她的头发在空中飞舞，身体轻盈地腾空而起，毛绒玩具也随之摇摆。这个视频的背景是透明的。近景。慢放。整体发灰。,cache/2507vae_299,104,60,15
fgr/250812_all_mp4_16_32_111_0.mp4,pha/250812_all_mp4_16_32_111_0.mp4,卡通风格。画面中央是一只鹰正在飞翔，它的翅膀展开，羽毛在空气中划过。鹰的身体呈深棕色，翅膀的边缘带有白色的羽毛。鹰的翅膀在不断地扇动。背景是透明的。中景。整体发灰。,cache/2507vae_300,104,60,14
fgr/250812_all_mp4_16_32_111_0.mp4,pha/250812_all_mp4_16_32_111_0.mp4,画面中央是一只鹰正在飞翔，它的翅膀展开，羽毛在空气中划过。它的羽毛主要是深棕色的，翅膀边缘和胸部有一些白色的羽毛。鹰的头部是白色的，眼睛锐利，喙呈黄色，尖锐而弯曲。它不断扇动翅膀，朝向着画面左侧飞行。这个视频的背景是透明的。卡通风格。中景。整体发灰。,cache/2507vae_301,104,60,14
fgr/250812_all_mp4_4_32_140_0.mp4,pha/250812_all_mp4_4_32_140_0.mp4,整体发灰。近景。一个蓝色的立方体在旋转。立方体的颜色是均匀的蓝色，表面光滑。它在不断转动，展示了它的各个面。随着旋转，立方体表面的阴影也在变化。背景是透明的。卡通风格。,cache/2507vae_302,78,80,14
fgr/250812_all_mp4_4_32_140_0.mp4,pha/250812_all_mp4_4_32_140_0.mp4,整体发灰。近景。一个蓝色的立方体在旋转。立方体表面光滑，颜色均匀。旋转时，立方体的各个面逐渐出现在视线中，展示了其立体的结构。立方体的边缘在旋转中清晰可见，线条分明。随着旋转，立方体的阴影部分也在变化，显示出光线的照射方向。这个视频的背景是透明的。卡通风格。,cache/2507vae_303,78,80,14
fgr/DVM_test_0001_1.mp4,pha/DVM_test_0001_1.mp4,真实风格。一只北极熊正缓缓地向前走着。它的毛发呈现出淡淡的米黄色，夹杂着一些深棕色的斑纹。北极熊的四肢粗壮有力，步态稳健，它低着头。背景是透明的。近景。整体发灰。,cache/2507vae_304,104,60,13
fgr/DVM_test_0001_1.mp4,pha/DVM_test_0001_1.mp4,真实风格。一只北极熊从画面中央向着右侧行走，他的毛色是淡黄色的，四肢健壮，尾巴短小。它的头部微微低垂，眼睛专注地注视着前方。北极熊的步态稳健，前肢和后肢交替着向着画面右侧前进。它背部的肌肉在走动中微微起伏。北极熊的耳朵竖立。这个视频的背景是透明的。近景。整体发灰。,cache/2507vae_305,104,60,13
fgr/250812_all_mp4_29_32_47_0.mp4,pha/250812_all_mp4_29_32_47_0.mp4,近景。一个金色的奖杯优雅地旋转着，两侧各有一个弧形把手。奖杯的表面闪耀着光泽，反射出光线。奖杯底部是黑色的方形底座，稳固地支撑着奖杯。背景是透明的。真实风格。整体发灰。,cache/2507vae_306,104,60,21
fgr/250812_all_mp4_29_32_47_0.mp4,pha/250812_all_mp4_29_32_47_0.mp4,近景。真实风格。一个金色奖杯放在黑色底座上顺时针缓缓旋转着。奖杯有两个弯曲的把手，杯身呈现菱形切割面，反射出光芒。奖杯底部逐渐收紧，连接着底座。底座是黑色方形的。奖杯在旋转，展示其各个角度，从正面转到侧面。整个过程中，奖杯保持稳定。这个视频的背景是透明的。整体发灰。,cache/2507vae_307,104,60,21
fgr/250812_all_mp4_29_32_10_0.mp4,pha/250812_all_mp4_29_32_10_0.mp4,全景。一棵树从细小的枝条开始生长，逐渐变得粗壮。树干呈现出灰白色，树枝向四周伸展，形成了一个完整的树冠。树根也在地下伸展，形成了一个复杂的根系结构。这个视频的背景是透明的。特效风格。整体发灰。,cache/2507vae_310,104,60,21
fgr/250812_all_mp4_29_32_10_0.mp4,pha/250812_all_mp4_29_32_10_0.mp4,整体发灰。全景。一棵树从细小的枝条开始生长，逐渐变得粗壮。树干呈浅灰色，枝条纤细且数量众多，交错伸展。随着树干的生长，枝条也不断延伸，形成了一片繁复的树冠。树根也逐渐显现，根系深入地下，形成了一个复杂的根系结构，颜色与树干一致，均为浅灰色。背景是透明的。特效风格。,cache/2507vae_311,104,60,21
fgr/VideoMatte240K_train_0466_0.mp4,pha/VideoMatte240K_train_0466_0.mp4,中景。一个人向着画面右侧走去。他背着大背包，穿着黑色的衣服和帽子，缓缓地从画面左侧走向右侧。他的背包是深蓝色的，上面有灰色的布料。这个视频的背景是透明的。慢放。真实风格。整体发灰。,cache/2507vae_312,104,60,21
fgr/VideoMatte240K_train_0466_0.mp4,pha/VideoMatte240K_train_0466_0.mp4,整体发灰。中景。真实风格。慢放。一个人从画面左侧向着画面右侧走去。他穿着黑色的衣服，戴着黑色的帽子，背对着镜头，背着一个蓝色的大背包，背包上有紫色的装饰。他从左边走进画面，然后向着画面右侧走去，最终走到画面中央。背景是透明的。,cache/2507vae_313,104,60,21
fgr/VideoMatte240K_train_0127_0.mp4,pha/VideoMatte240K_train_0127_0.mp4,全景。一位女士和一个小男孩在互动。女士穿着白色毛衣和蓝色牛仔裤，脚上是黑色的高跟鞋。小男孩穿着棕色条纹毛衣和蓝色牛仔裤，鞋子是棕色的。女士蹲在地上，张开双臂，小男孩向她跑来，两人拥抱在一起。女士的头发是深色的，小男孩的头发是浅棕色。他们在拥抱时，小男孩的脚离地，女士的脸上带着微笑。这个视频的背景是透明的。真实风格。整体发灰。,cache/2507vae_316,104,60,12
fgr/VideoMatte240K_train_0127_0.mp4,pha/VideoMatte240K_train_0127_0.mp4,整体发灰。全景。真实风格。一位穿着白色毛衣和蓝色牛仔裤的女性蹲在地上，脚上是黑色高跟鞋，双手张开迎接一个小男孩。小男孩穿着棕色条纹毛衣和蓝色牛仔裤，鞋子是棕色的，小男孩扑到女士的怀抱里，双腿跪在女士的双腿上。小男孩的手臂伸展，脸上带着微笑，抱住女性。女性看到小男孩过来，脸上也露出了温暖的笑容，然后张开双臂将小男孩紧紧拥抱在怀里，两人贴得很近，显得非常亲密。视频的背景是透明的。,cache/2507vae_317,104,60,12
fgr/250812_all_mp4_8_32_10_1.mp4,pha/250812_all_mp4_8_32_10_1.mp4,整体发灰。近景。一条灰色的丝带在飘动，逐渐从左边退出画面。这个视频的背景是透明的。特效风格。,cache/2507vae_318,104,60,13
fgr/250812_all_mp4_8_32_10_1.mp4,pha/250812_all_mp4_8_32_10_1.mp4,特效风格。近景。画面中有一条灰色的丝带，丝带在画面中飘动，逐渐向左侧移动，最终退出画面。丝带质地光滑，没有任何纹理。视频背景是透明的。整体发灰。,cache/2507vae_319,104,60,13
fgr/VideoMatte240K_train_0430_2.mp4,pha/VideoMatte240K_train_0430_2.mp4,真实风格。一个小女孩穿着白色的无袖上衣，拥有一头金棕色的长发。她双手伸出拿着一部蓝色手机在自拍。视频是透明背景。近景。整体发灰。,cache/2507vae_320,104,60,18
fgr/VideoMatte240K_train_0430_2.mp4,pha/VideoMatte240K_train_0430_2.mp4,整体发灰。真实风格。一个白皮肤小女孩穿着白色无袖上衣，手臂向前伸直，双手拿着一部蓝色手机在自拍。她的头发是浅棕色，微微卷曲披在身上。她的眼睛是蓝色，先是眼睛微微低下看着手机，左右摆头寻找合适的拍照姿势，紧接着抬眼向前看，然后又看向手机。最后她手臂缩回身前，手指在屏幕上滑动。这个视频的背景是透明的。近景。,cache/2507vae_321,104,60,18
fgr/DVM_test_0009_0.mp4,pha/DVM_test_0009_0.mp4,整体发灰。近景。真实风格。茂密的树叶在风中轻轻摇曳。枝条交错，有的直立，有的倾斜。叶片颜色深浅不一，还有些叶片边缘微微卷曲。树叶间隐约可见一些细小的果实，颜色较深。这个视频的背景是透明的。,cache/2507vae_322,104,60,20
fgr/DVM_test_0009_0.mp4,pha/DVM_test_0009_0.mp4,近景。真实风格。茂密的树叶在风中轻轻摇曳。树枝交错纵横，形成了一片密集的树冠。树叶的颜色从深绿到浅绿不等，层次分明。树叶在风中微微摆动。枝条上偶尔可见一些细小的果实，静静地挂在枝条上。背景是透明的。整体发灰。,cache/2507vae_323,104,60,20
fgr/DVM_train_0020_1.mp4,pha/DVM_train_0020_1.mp4,慢放。真实风格。一团巨大的爆炸烟雾在慢慢弥漫，深灰色的烟雾中夹杂着红色和橙色的火焰。这个视频的背景是透明的。全景。整体发灰。,cache/2507vae_326,104,60,13
fgr/DVM_train_0020_1.mp4,pha/DVM_train_0020_1.mp4,慢放。真实风格。大片深灰色的爆炸烟雾缓缓升腾，烟雾中闪烁着点点橙红色的火光。烟雾逐渐扩散，火焰在烟雾中若隐若现，烟雾的边缘是半透明的。背景是透明的。全景。整体发灰。,cache/2507vae_327,104,60,13
fgr/DVM_train_0070_0.mp4,pha/DVM_train_0070_0.mp4,近景。真实风格。一个女人身穿浅紫色长袖上衣，头戴灰色虚拟现实头盔，双手各持一个黑色的VR控制器。她的双手左右摆动，身体也在转动，她先是面向前方，然后转向左侧，双手在前方左右移动，控制器在她的手中灵活地转动。视频的背景是透明的。整体发灰。,cache/2507vae_328,104,60,21
fgr/DVM_train_0070_0.mp4,pha/DVM_train_0070_0.mp4,整体发灰。近景。真实风格。一位女性带着黑色的VR头盔，身穿浅紫色的长袖上衣。她双手各持一个黑色的VR控制器，控制器是环形的。她的头部微微转动，眼神似乎在注视着虚拟空间中的某个点，右手向前伸出，左手则保持在身体前方。随着动作的进行，她的右手逐渐向左侧移动，左手则稍作调整，保持稳定。这个视频是透明背景。,cache/2507vae_329,104,60,21
fgr/animal_still_origami_spiky_pink_3.mp4,pha/animal_still_origami_spiky_pink_3.mp4,局部特写。黑色的旋转台上放着一个粉色的折纸球，折纸球多面体的结构显得非常复杂，三角形的尖角向外伸展。旋转台和折纸球在旋转。背景是透明的。真实风格。整体发灰。,cache/2507vae_330,104,60,11
fgr/animal_still_origami_spiky_pink_3.mp4,pha/animal_still_origami_spiky_pink_3.mp4,局部特写。粉色的折纸球体在旋转，表面由多个三角形构成，每个三角形的边缘都清晰可见。球体的颜色均匀，呈现出柔和的粉色。折纸球体放在一个黑色的旋转托盘上，旋转托盘有细致的纹理。这个视频的背景是透明的。真实风格。整体发灰。,cache/2507vae_331,104,60,11
fgr/plants_others_palm_tree_0.mp4,pha/plants_others_palm_tree_0.mp4,整体发灰。画面左侧和右侧有几片黑色的棕榈叶，在随风轻轻摇曳。左边有几片叶子，右边有几片叶子。叶子是黑色的，上边有一些棕色的部分，边缘细长尖锐。视频的背景是透明的。特效风格。近景。,cache/2507vae_336,104,60,21
fgr/plants_others_palm_tree_0.mp4,pha/plants_others_palm_tree_0.mp4,整体发灰。近景。画面的左侧和右侧有几片黑色棕榈叶，叶子上有一些棕色部分，叶子的边缘是细长尖锐的。叶子在风中轻轻摆动。这个视频是透明背景。特效风格。,cache/2507vae_337,104,60,21
fgr/VideoMatte240K_train_0017_2.mp4,pha/VideoMatte240K_train_0017_2.mp4,整体发灰。真实风格。一个小女孩正在跳跃。她穿着粉色的上衣和白色的裤子，她的头发是金色的，扎成了一个高高的马尾。她跳了起来，双手高高举起，脸上洋溢着开心的笑容。跳到空中时，她的双臂伸展开来，然后又轻轻落地。这个视频的背景是透明的。慢放。中景。,cache/2507vae_338,104,60,15
fgr/VideoMatte240K_train_0017_2.mp4,pha/VideoMatte240K_train_0017_2.mp4,整体发灰。真实风格。慢放。一个小女孩从画面右侧跳跃到画面左侧。她穿着粉色的短袖上衣和白色的裤子。她的头发是金色的，扎成一个高高的马尾。她的眼睛是蓝色的，脸上带着笑容。她面对镜头侧身跳了起来，双手高高举起，脸上洋溢着开心的笑容，她的手臂上下摆动，身体也随着节奏扭动。背景是透明的。中景。,cache/2507vae_339,104,60,15
fgr/VideoMatte240K_train_0131_2.mp4,pha/VideoMatte240K_train_0131_2.mp4,整体发灰。全景。真实风格。一位穿着黑色西装的男士在吹奏金色的小号，侧身站着。背景是透明的。,cache/2507vae_340,104,60,20
fgr/VideoMatte240K_train_0131_2.mp4,pha/VideoMatte240K_train_0131_2.mp4,全景。一位男士正在吹奏小号。他穿着深色西装外套和黑色西装裤，脚上是一双黑色皮鞋。他的右手按在小号的按键上，左手托着小号的底部。男士专注地吹奏。小号呈金黄色。他面朝左侧侧身站立。这个视频的背景是透明的。真实风格。整体发灰。,cache/2507vae_341,104,60,20
fgr/VideoMatte240K_train_0173_4.mp4,pha/VideoMatte240K_train_0173_4.mp4,整体发灰。一位年轻女性正在跳舞。她穿着白色衬衫，内搭也是白色。她的头发是深色的，编成了一条辫子。她的脸上带着微笑，眼睛明亮，眉毛清晰，睫毛浓密。背景是透明的。近景。真实风格。,cache/2507vae_344,104,60,12
fgr/VideoMatte240K_train_0173_4.mp4,pha/VideoMatte240K_train_0173_4.mp4,一位穿着白色外套的女性正在跳舞。她有着深棕色的头发，扎成了一条辫子。她微笑着，露出洁白的牙齿，眼睛注视着前方。她先是左手抬起手掌张开，然后放下，紧接着右手抬起手掌张开，同时身体不停的左右摇摆并且保持着微笑，重复着这个动作，最后，她用左手整理了一下头发，右手则自然下垂。这个视频的背景是透明的。近景。真实风格。整体发灰。,cache/2507vae_345,104,60,12
fgr/250812_all_mp4_0_32_37_0.mp4,pha/250812_all_mp4_0_32_37_0.mp4,卡通风格。全景。一个关于农场的卡通场景，各元素逐渐出现。首先出现一片绿色的草坪，然后是一只鸡和黄色的草垛，再然后出现白色拖拉机、红色谷仓和两颗树，最后出现红色的风车。这个视频的背景是透明的。整体发灰。,cache/2507vae_346,104,60,21
fgr/250812_all_mp4_0_32_37_0.mp4,pha/250812_all_mp4_0_32_37_0.mp4,卡通风格。卡通特效，各个元素从下到上逐渐出现。画面左下方，一只鸡站在一堆黄色的草料旁边，草料堆上插着一把银色的铲子。画面中间，一辆白色拖拉机，拖拉机的轮子是红色的。拖拉机的后面是一栋红色的谷仓，上面有一个红色的三角形屋顶。谷仓右侧有两棵树。画面左侧的远方有一个风车，风车的扇叶是红色月白色的。远处天空有云朵和太阳。背景透明。全景。整体发灰。,cache/2507vae_347,104,60,21
fgr/portrait_closeup_woman_closeup_2_18.mp4,pha/portrait_closeup_woman_closeup_2_18.mp4,慢放。视频展示的是一位女性的脸部特写。开始她的眼睛紧闭，随后缓缓睁开。她的眼睛是棕色的，画着蓝色的眼影和眼线，睫毛浓密。她的嘴唇微微张开，然后合上，呈现出淡淡的粉色。她的头发是深色的，湿润且光泽，自然垂落。她的耳朵上戴着三只耳环，包括一只心形耳钉和两只带有深蓝色装饰的耳环。她的眼神坚定，直视前方。背景是透明的。真实风格。局部特写。整体发灰。,cache/2507vae_348,104,60,18
fgr/portrait_closeup_woman_closeup_2_18.mp4,pha/portrait_closeup_woman_closeup_2_18.mp4,真实风格。视频展示的是一位女性的脸部特写。黑色的头发湿漉漉地垂在脸颊两侧。她的眼睛上画着醒目的蓝色眼线，长长的睫毛弯弯地翘起。她涂着粉色的口红。开始她的眼睛紧闭，随后缓缓睁开，嘴唇也从微微张开到闭合，露出淡淡的笑容。她的耳朵上戴着三只耳环，其中一只耳环是心形的，另外两只耳环是吊坠式的，其中一只吊坠是蓝色的星星，另一只则是黑色的圆球。这个视频的背景是透明的。局部特写。慢放。整体发灰。,cache/2507vae_349,104,60,18
fgr/250812_all_mp4_9_32_44_0.mp4,pha/250812_all_mp4_9_32_44_0.mp4,慢放。全景。特效风格。从画面的左下向右上逐渐出现白色脚印，先出现左脚脚印，再出现右脚脚印，脚印逐渐增多到6个，接下来在增多的同时，初始的脚印逐渐消失。这个视频的背景是透明的。整体发灰。,cache/2507vae_350,104,60,21
fgr/250812_all_mp4_9_32_44_0.mp4,pha/250812_all_mp4_9_32_44_0.mp4,慢放。画面的左下角逐渐出现白色脚印，接着脚印逐渐向右上角出现，先出现左脚脚印，再在右前方出现右脚脚印。脚印的数量逐渐增加到6个，接下来最初始脚印消失一个，后续的脚印增加一个，始终保持6个脚印。脚印的前脚掌和脚后跟中间有一道空白，所有脚印的形状和大小保持一致。这个视频是透明背景。特效风格。全景。整体发灰。,cache/2507vae_351,104,60,21
fgr/VideoMatte240K_train_0082_2.mp4,pha/VideoMatte240K_train_0082_2.mp4,整体发灰。近景。真实风格。一个棕色长发的女人戴着黑色眼镜和黑色耳机，穿着黑色西装外套和白色衬衫，右手拿着一部白色平板电脑。首先左手捏着耳机的麦克风讲话，随后低头看向平板电脑，手指在屏幕上轻轻滑动。最后她走向右边，离开画面。背景是透明的。,cache/2507vae_352,104,60,16
fgr/VideoMatte240K_train_0082_2.mp4,pha/VideoMatte240K_train_0082_2.mp4,近景。真实风格。一位女性，头发呈红棕色，自然垂落，戴着一副黑色边框的眼镜，眼镜下露出浅笑的嘴角。她身穿黑色西装外套，内搭黑白条纹衬衫，右手拿着一台平板电脑。她的左手一开始放在耳机上，嘴中讲话，随后左手放下，开始在电脑屏幕上划动。接着，她转身朝右边走去，最后消失在画面中。这个视频的背景是透明的。整体发灰。,cache/2507vae_353,104,60,16
fgr/VideoMatte240K_train_0022_2.mp4,pha/VideoMatte240K_train_0022_2.mp4,整体发灰。真实风格。一个女人正在做出邀请的手势，她穿着白色T恤，戴着金色吊坠项链。她有一头黑色的长发，眼睛是蓝色的。她微笑着，露出牙齿。她的双手向前伸展又往回拉，手掌朝向自己，手指微微弯曲，嘴巴不停的说着什么，重复做出邀请的动作。这个视频的背景是透明的。近景。,cache/2507vae_356,104,60,16
fgr/VideoMatte240K_train_0022_2.mp4,pha/VideoMatte240K_train_0022_2.mp4,真实风格。一个女人站在画面右侧正在做出邀请的手势，她的双手向前伸展又往回拉，手掌朝向自己，手指微微弯曲，嘴巴不停的说着什么，重复做出邀请的动作。她穿着白色的衣服，佩戴着一条带有金色圆形吊坠的项链。她有一头黑色的长发，披散在肩上，眼睛是蓝色的，她微笑着，露出牙齿。背景是透明的。近景。整体发灰。,cache/2507vae_357,104,60,16
fgr/VideoMatte240K_train_0028_0.mp4,pha/VideoMatte240K_train_0028_0.mp4,整体发灰。一个金色长发的女人，身穿浅棕色毛衣和黑色裤子，身上系着黑色细带，在向前走。她左手手臂弯曲，手臂上挂了三个购物袋，一个蓝色，一个紫色，一个红色。右手手提三个购物袋，也是蓝色、紫色和红色。她脸上带着笑容，购物袋随着走路摆动。视频是透明背景。真实风格。中景。,cache/2507vae_358,104,60,21
fgr/VideoMatte240K_train_0028_0.mp4,pha/VideoMatte240K_train_0028_0.mp4,整体发灰。真实风格。一个女人，穿着浅棕色毛衣和黑色裤子，身上系着黑色细带，在向前走路。她的头发是微微卷曲的金色长发，她的左手手臂弯曲在胸口，胳膊肘挂了三个购物袋，前面是蓝色，中间是紫色，后面是红色。她的右手自然垂在身侧，也提了三个购物袋，从左往右依次是蓝色，紫色和红色。她脸上带着笑容，看向画面左侧，中间偶尔低头然后继续向前走。这个视频的背景是透明的。中景。,cache/2507vae_359,104,60,21
fgr/VideoMatte240K_train_0247_0.mp4,pha/VideoMatte240K_train_0247_0.mp4,中景。一位男士站在画面右侧，他穿着白色衬衫和黑色裤子，衬衫的袖子卷到了肘部。他的双手插在腰间，头发是深棕色的，留着浓密的胡子。随后，他将右手向前伸出，手指指向画面左侧，头部也随之转向左侧，脸上依旧保持着微笑，最后头部转向镜头，直视前方。背景是透明的。真实风格。整体发灰。,cache/2507vae_366,104,60,21
fgr/VideoMatte240K_train_0247_0.mp4,pha/VideoMatte240K_train_0247_0.mp4,一个穿着白色衬衫和黑色裤子的男子站立在画面右侧，他的衬衫袖子卷到肘部，腰间系着一条黑色皮带。男子的头发是深色的，胡须浓密。他双手叉腰，微微向他的身体右侧转头，露出自信的笑容。随后，他将右手向前伸出，手指指向画面左侧，头部也随之转向左侧，脸上依旧保持着微笑，最后头部转向镜头，直视前方。这个视频的背景是透明的。真实风格。中景。整体发灰。,cache/2507vae_367,104,60,21
fgr/VideoMatte240K_train_0452_0.mp4,pha/VideoMatte240K_train_0452_0.mp4,整体发灰。一位男医生在跟一位女性讲话。医生背对镜头，在画面左侧，穿着白色外套，戴着眼镜，手里拿着一张纸。女性有棕色卷发，她穿着黑色外套，内搭浅色衣服。她认真听着医生的讲话，时不时点头。背景是透明的。近景。真实风格。,cache/2507vae_368,104,60,21
fgr/VideoMatte240K_train_0452_0.mp4,pha/VideoMatte240K_train_0452_0.mp4,整体发灰。真实风格。一位男性对一位女性说话。男性穿着白色外套，戴着黑色眼镜，女性有着棕色卷发，穿着黑色外套和灰色内搭。男性在不停讲话，女性眼神专注地看向对面的人。女性微微点头，嘴角轻轻上扬。男性手中的纸张在空中轻轻晃动，纸张上有红色和黑色的文字。两个人的距离很近，眼神交流密切。这个视频的背景是透明的。近景。,cache/2507vae_369,104,60,21
fgr/VideoMatte240K_train_0429_0.mp4,pha/VideoMatte240K_train_0429_0.mp4,一位小女孩穿着白色针织帽和毛衣，金色长卷发自然垂落。她伸直右手，做出胜利手势，随后换着竖大拇指，然后又变成胜利手势。这个视频的背景是透明的。近景。真实风格。整体发灰。,cache/2507vae_374,104,60,21
fgr/VideoMatte240K_train_0429_0.mp4,pha/VideoMatte240K_train_0429_0.mp4,整体发灰。一个女孩站在那里，穿着白色与肉色的毛衣，戴着白色毛线帽。她有长长的金色卷发，披散在肩上。女孩的左手微微握拳，抓着衣服。右手首先比出一个胜利手势，然后换成点赞的手势，最后又换成胜利手势。女孩表情冷酷，动作俏皮。背景是透明的。近景。真实风格。,cache/2507vae_375,104,60,21
fgr/250812_all_mp4_26_32_107_0.mp4,pha/250812_all_mp4_26_32_107_0.mp4,整体发灰。树枝上开满了白色花朵，繁茂的花簇间点缀了几片嫩绿的叶子。树枝随风轻轻晃动。视频背景是透明的。真实风格。近景。,cache/2507vae_376,104,60,21
fgr/250812_all_mp4_26_32_107_0.mp4,pha/250812_all_mp4_26_32_107_0.mp4,近景。在画面的右侧，树枝上开满白色花朵，花瓣层层叠叠，许多嫩绿的叶子点缀在花朵之间。树枝粗细不一，交错纵横，一阵风吹过，花朵轻轻摇曳，叶子在花朵间若隐若现。这个视频的背景是透明的。真实风格。整体发灰。,cache/2507vae_377,104,60,21
